,Date,Open,High,Low,Close,Volume,Adj Close,50DayAvgVol,30DaySMA,4WeekSMA,10WeekSMA,30WeekSMA,20.2UpperBB,20.2MiddleBB,20.2LowerBB,12.26.9MACD,12.26.9MACDSignal,12.26.9MACDHist,RSI14,10.4STOC,10.4.4STOC
0,2014-11-18,65.2,67.94,65.05,67.85,3049200,67.85,1792724.0,62.2516666667,63.2535,63.264,62.5314666667,66.7116860852,63.2535,59.7953139148,0.930410968217,0.441907332837,0.48850363538,74.9003331413,97.1496027775,91.1370823334
1,2014-11-17,64.57,65.31,64.02,65.28,855800,65.28,1746890.0,62.1136666667,62.894,63.2246,62.4723333333,65.8200512641,62.894,59.9679487359,0.660892710877,0.319781423993,0.341111286885,65.420269836,93.3555575208,87.197426
2,2014-11-14,65.07,65.07,64.09,64.9,890600,64.9,1752490.0,62.0926666667,62.565,63.241,62.4218,65.8066261351,62.565,59.3233738649,0.568949150259,0.234503602271,0.334445547988,63.5289850933,89.1255177644,83.9556544142
3,2014-11-13,64.08,64.91,63.56,64.67,1212500,64.67,1759654.0,62.1013333333,62.2465,63.2718,62.3750666667,65.7490948952,62.2465,58.7439051048,0.482011017976,0.150892215274,0.331118802702,62.372334597,84.917651271,80.8454120856
4,2014-11-12,63.4,63.99,62.72,63.82,1077200,63.82,1761082.0,62.065,61.911,63.2952,62.3272,65.6949233607,61.911,58.1270766393,0.387453459783,0.068112514599,0.319340945184,57.7770872169,81.3909774436,78.4766805207
5,2014-11-11,63.66,63.99,63.05,63.79,1619800,63.79,1760954.0,62.0576666667,61.663,63.3364,62.2936,65.5623491765,61.663,57.7636508235,0.347673398818,-0.0117227216969,0.359396120515,57.6074156144,80.3884711779,77.4470334348
6,2014-11-10,63.68,64.27,62.8,63.67,1180300,63.67,1761548.0,62.084,61.4165,63.3806,62.2738666667,65.3697785128,61.4165,57.4632214872,0.294897053387,-0.101571751826,0.396468805213,56.965087091,76.6845484498,77.5954806476
7,2014-11-07,63.76,63.82,63.14,63.71,779400,63.71,1750802.0,62.1286666667,61.2135,63.4034,62.2472,65.0994504629,61.2135,57.3275495371,0.235464015351,-0.200688953129,0.436152968479,57.2335051432,75.4427250115,79.9160646631
8,2014-11-06,63.43,64.11,62.79,63.66,1888300,63.66,1760656.0,62.169,61.1095,63.4238,62.2192,64.8304594193,61.1095,57.3885405807,0.152108188397,-0.309727195249,0.461835383646,56.9983179179,77.2723890998,83.1551794453
9,2014-11-05,63.0,64.26,62.37,63.05,2517400,63.05,1739328.0,62.1626666667,61.099,63.4422,62.2097333333,64.7921931983,61.099,57.4058068017,0.0485942683453,-0.42518604116,0.473780309506,54.1413421351,80.9822600292,85.3506705696
10,2014-11-04,60.72,63.91,60.5,63.26,3621000,63.26,1708952.0,62.1933333333,61.1575,63.4632,62.2150666667,65.0062446005,61.1575,57.3087553995,-0.0221248698785,-0.543631118537,0.521506248658,55.3161803792,85.9668845118,85.5662397688
11,2014-11-03,63.36,64.49,63.03,63.81,2605300,63.81,1657260.0,62.1846666667,61.18,63.4864,62.2204666667,65.0825325111,61.18,57.2774674889,-0.133448208195,-0.674007680701,0.540559472506,58.3979889676,88.3991841405,84.6785856265
12,2014-10-31,64.0,64.0,62.45,63.65,2364500,63.65,1630694.0,62.1733333333,61.222,63.5066,62.2210666667,65.2528192716,61.222,57.1911807284,-0.329596204254,-0.809147548828,0.479551344573,57.762327234,86.0543535966,81.8249380096
